Regionname,Suburb,Propertycount,Address,CouncilArea,Postcode,Distance,BrokerAgent,Date,Longtitude,Lattitude,Method,Type,Rooms,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Price
Western Metropolitan,Altona,5301,24 Wren St,Hobsons Bay,3018,13.8,hockingstuart,09-10-2016,144.8155,-37.8658,S,h,4,4,1,2,745,130,1950,845000
Western Metropolitan,Altona,5301,1/152 Blyth St,Hobsons Bay,3018,13.8,Gunn&Co,10-10-2016,144.816,-37.8698,SP,t,3,3,2,2,211,176,,743000
Western Metropolitan,Altona,5301,4/57 Blyth St,Hobsons Bay,3018,13.8,Barlow,11-10-2016,144.8286,-37.868,SP,u,3,3,2,1,69,141,2014,730000
Western Metropolitan,Altona,5301,164 Maidstone St,Hobsons Bay,3018,13.8,Sweeney,12-10-2016,144.8114,-37.8611,S,h,3,3,1,4,625,,1960,635000
Western Metropolitan,Altona,5301,3/25 Rayner St,Hobsons Bay,3018,13.8,hockingstuart,13-10-2016,144.8202,-37.8676,SP,u,2,2,1,1,168,,,620000
Western Metropolitan,Altona,5301,3/46 Sargood St,Hobsons Bay,3018,13.8,Burnham,14-10-2016,144.8299,-37.8655,S,u,2,2,1,1,137,77,1990,447000
Western Metropolitan,Altona,5301,1/57 Blyth St,Hobsons Bay,3018,13.8,Barlow,15-10-2016,144.8287,-37.868,SP,u,3,3,2,1,70,,,730000
Western Metropolitan,Altona,5301,22 Fenfield St,Hobsons Bay,3018,13.8,hockingstuart,16-10-2016,144.8124,-37.8608,S,h,3,3,1,2,606,87,1950,678000
Western Metropolitan,Altona,5301,5/8 David St,Hobsons Bay,3018,13.8,Biggin,17-10-2016,144.8268,-37.8687,PI,u,2,2,2,1,175,76,2013,580000
Western Metropolitan,Altona,5301,1/28 Seves St,Hobsons Bay,3018,13.8,hockingstuart,18-10-2016,144.8375,-37.8674,S,h,3,3,1,2,363,,,712000
Western Metropolitan,Altona,5301,27 McIntyre Dr,Hobsons Bay,3018,13.8,Greg,19-10-2016,144.8245,-37.86,SP,h,3,3,2,2,534,136,1965,840000
Western Metropolitan,Altona,5301,4 Boyd St,Hobsons Bay,3018,13.8,Barlow,20-10-2016,144.817,-37.8672,S,h,3,3,1,2,724,,,980000
Western Metropolitan,Altona,5301,12 Spear Ct,Hobsons Bay,3018,13.8,hockingstuart,21-10-2016,144.8172,-37.8583,S,t,3,3,2,0,265,,,605100
Western Metropolitan,Altona,5301,185 Queen St,Hobsons Bay,3018,13.8,Barlow,22-10-2016,144.8235,-37.8699,PI,h,3,3,3,1,577,,,880000
Western Metropolitan,Altona,5301,3/20 Mulga St,Hobsons Bay,3018,13.8,Williams,23-10-2016,144.815,-37.8684,S,u,3,3,2,1,205,113,2007,577000
Western Metropolitan,Altona,5301,51 Millers Rd,Hobsons Bay,3018,13.8,Barlow,24-10-2016,144.8387,-37.8663,S,h,4,4,1,0,797,,,1030000
Western Metropolitan,Altona,5301,2/119 Railway St N,Hobsons Bay,3018,13.8,Barlow,25-10-2016,144.822,-37.8659,S,u,3,3,1,2,181,,,605000
Western Metropolitan,Altona,5301,24 McIntyre Dr,Hobsons Bay,3018,13.8,Barlow,26-10-2016,144.8247,-37.8612,S,h,3,3,2,2,529,,,753000
Western Metropolitan,Altona,5301,104 Maidstone St,Hobsons Bay,3018,13.8,hockingstuart,27-10-2016,144.8129,-37.8653,SP,h,2,2,2,1,675,100,1950,857000
Western Metropolitan,Altona,5301,49 Bent St,Hobsons Bay,3018,13.8,Barlow,28-10-2016,144.832,-37.8651,S,h,3,3,1,1,929,,,1500000
Western Metropolitan,Altona,5301,5/57 Blyth St,Hobsons Bay,3018,13.8,Barlow,29-10-2016,144.8285,-37.868,SP,u,3,3,2,1,70,3,2014,730000
Western Metropolitan,Altona,5301,15 Kookaburra St,Hobsons Bay,3018,13.8,Sweeney,30-10-2016,144.8075,-37.871,S,h,3,3,1,4,697,,,900000
Western Metropolitan,Altona,5301,219 Civic Pde,Hobsons Bay,3018,13.8,Greg,31-10-2016,144.8195,-37.8631,S,h,3,3,1,2,604,,,740000
Western Metropolitan,Altona,5301,3 Curtin Ct,Hobsons Bay,3018,13.8,Sweeney,01-11-2016,144.8365,-37.8637,S,h,4,4,2,3,532,,1970,931000
Western Metropolitan,Altona,5301,2/60 David St,Hobsons Bay,3018,13.8,Compton,02-11-2016,144.8272,-37.8646,SP,h,2,2,1,1,154,91,1996,535600
Western Metropolitan,Altona North,5132,45 Hearn St,Hobsons Bay,3025,11.1,FN,03-11-2016,144.8567,-37.8388,S,h,5,5,3,6,592,251,1965,1085000
Western Metropolitan,Altona North,5132,4 Knapp St,Hobsons Bay,3025,11.1,Jas,04-11-2016,144.835,-37.8291,S,h,3,3,1,2,533,117,1970,781000
Western Metropolitan,Altona North,5132,21 Hatherley Gr,Hobsons Bay,3025,11.1,Jas,05-11-2016,144.85,-37.8449,SP,h,3,3,1,3,554,,,750000
Western Metropolitan,Altona North,5132,3/66 Marion St,Hobsons Bay,3025,11.1,hockingstuart,06-11-2016,144.8529,-37.8351,S,t,2,2,1,1,77,77,2009,421000
Western Metropolitan,Altona North,5132,153 Mills St,Hobsons Bay,3025,11.1,Sweeney,07-11-2016,144.8562,-37.8338,S,h,3,3,1,3,655,,,1405000
Western Metropolitan,Altona North,5132,33 Carthy St,Hobsons Bay,3025,11.1,FN,08-11-2016,144.8355,-37.8284,S,h,3,3,1,2,534,167,1967,683000
Western Metropolitan,Altona North,5132,16 Harris St,Hobsons Bay,3025,11.1,Sweeney,09-11-2016,144.8368,-37.8267,S,h,3,3,1,3,540,,,623000
Western Metropolitan,Altona North,5132,1/5 Little St,Hobsons Bay,3025,11.1,Greg,10-11-2016,144.8583,-37.8379,VB,h,3,3,2,1,0,130,2012,720000
Western Metropolitan,Altona North,5132,1/95 Mills St,Hobsons Bay,3025,11.1,Williams,11-11-2016,144.8555,-37.838,S,h,3,3,1,1,328,118,1970,588000
Western Metropolitan,Altona North,5132,5 Binns St,Hobsons Bay,3025,11.1,Village,12-11-2016,144.8378,-37.8294,PI,h,3,3,1,3,540,116,1960,710000
Western Metropolitan,Altona North,5132,25 Allan St,Hobsons Bay,3025,11.1,Jas,13-11-2016,144.8529,-37.8448,SP,h,4,3,1,4,559,169,1965,875000
Western Metropolitan,Altona North,5132,21 Hatherley Gr,Hobsons Bay,3025,11.1,Jas,14-11-2016,144.85,-37.8449,VB,h,3,3,1,3,554,,,700000
Western Metropolitan,Altona North,5132,1/256 Mason St,Hobsons Bay,3025,11.1,Williams,15-11-2016,144.8602,-37.8397,S,t,2,2,1,1,252,,1965,640000
Western Metropolitan,Altona North,5132,21 Allan St,Hobsons Bay,3025,11.1,Williams,16-11-2016,144.8529,-37.8451,SP,h,4,4,1,4,558,,,650000
Western Metropolitan,Altona North,5132,2/36 May St,Hobsons Bay,3025,11.1,hockingstuart,17-11-2016,144.8554,-37.8337,S,h,3,3,2,2,171,109,2012,675000
Western Metropolitan,Altona North,5132,11 Beevers St,Hobsons Bay,3025,11.1,Greg,18-11-2016,144.8523,-37.8258,S,h,3,3,1,2,585,97,1960,708000
Western Metropolitan,Altona North,5132,10 Murphy St,Hobsons Bay,3025,11.1,Gunn&Co,19-11-2016,144.8444,-37.8345,SP,h,4,4,1,4,851,,,965000
Western Metropolitan,Altona North,5132,16 Beevers St,Hobsons Bay,3025,11.1,Sweeney,20-11-2016,144.8514,-37.8254,S,h,3,3,1,3,551,,,680000
Western Metropolitan,Altona North,5132,21 Neal Ct,Hobsons Bay,3025,11.1,hockingstuart,21-11-2016,144.8451,-37.8327,SP,h,3,3,1,3,602,603,,770000
Western Metropolitan,Altona North,5132,31 Duosa Rd,Hobsons Bay,3025,11.1,Greg,22-11-2016,144.8455,-37.8269,S,h,3,3,1,2,740,,,923000
Western Metropolitan,Altona North,5132,252 Millers Rd,Hobsons Bay,3025,11.1,Raine&Horne,23-11-2016,144.8467,-37.8391,SP,h,4,4,2,4,315,170,2008,693000
Western Metropolitan,Altona North,5132,1/156 Chambers Rd,Hobsons Bay,3025,11.1,Hunter,24-11-2016,144.8443,-37.8262,SP,h,3,5,2,2,276,100,2010,620000
Western Metropolitan,Altona North,5132,2 Gadsden St,Hobsons Bay,3025,11.1,Jas,25-11-2016,144.8385,-37.8277,S,h,3,3,1,1,531,157,1960,728500
Western Metropolitan,Altona North,5132,24 Hansen St,Hobsons Bay,3025,11.1,hockingstuart,26-11-2016,144.8649,-37.8382,S,h,3,3,2,1,590,160,1950,931000
Western Metropolitan,Altona North,5132,4 Prismall St,Hobsons Bay,3025,11.1,Sweeney,27-11-2016,144.8632,-37.8423,S,h,3,3,1,4,715,,2008,988000
Western Metropolitan,Altona North,5132,122 McIntosh Rd,Hobsons Bay,3025,11.1,Village,28-11-2016,144.8491,-37.8444,S,h,3,3,1,2,561,,,590000
Western Metropolitan,Altona North,5132,35 May St,Hobsons Bay,3025,11.1,RT,29-11-2016,144.8553,-37.834,S,h,2,2,1,2,691,,,610000
Western Metropolitan,Altona North,5132,6 Hill St,Hobsons Bay,3025,11.1,hockingstuart,30-11-2016,144.8388,-37.8318,S,h,3,3,2,3,555,130,1960,815000
Western Metropolitan,Altona North,5132,84 May St,Hobsons Bay,3025,11.1,Greg,01-12-2016,144.8494,-37.833,S,h,4,4,1,2,708,,,970000
Western Metropolitan,Altona North,5132,155 Chambers Rd,Hobsons Bay,3025,11.1,Hunter,02-12-2016,144.8439,-37.8262,S,h,4,4,1,3,668,,,760000
Western Metropolitan,Altona North,5132,268d Mason St,Hobsons Bay,3025,11.1,RT,03-12-2016,144.8568,-37.8393,S,t,4,4,3,1,252,,,847500
Western Metropolitan,Altona North,5132,5 Cresser St,Hobsons Bay,3025,11.1,RT,04-12-2016,144.8541,-37.8375,SP,h,4,4,1,4,633,158,1960,1200000
Western Metropolitan,Altona North,5132,107 McIntosh Rd,Hobsons Bay,3025,11.1,Hunter,05-12-2016,144.8505,-37.8441,SP,h,3,3,1,1,557,,,700000
Western Metropolitan,Altona North,5132,10 Knapp St,Hobsons Bay,3025,11.1,Hunter,06-12-2016,144.8351,-37.8285,PI,h,3,3,1,1,536,,,625000
Western Metropolitan,Altona North,5132,4/221 Blackshaws Rd,Hobsons Bay,3025,11.1,Jas,07-12-2016,144.8649,-37.8332,S,u,2,2,1,1,153,70,1970,292000
Southern Metropolitan,Armadale,4836,8/19 Mercer Rd,Stonnington,3143,6.3,Jellis,08-12-2016,145.0262,-37.8543,S,u,2,2,1,1,0,76,1964,599000
Southern Metropolitan,Armadale,4836,1/42 Adelaide St,Stonnington,3143,6.3,Noel,09-12-2016,145.0284,-37.8539,VB,u,2,2,1,0,861,,,550000
Southern Metropolitan,Armadale,4836,14/71 Denbigh Rd,Stonnington,3143,6.3,Marshall,10-12-2016,145.016,-37.8552,S,u,3,3,2,2,0,100,1998,995000
Southern Metropolitan,Armadale,4836,4/769 High St,Stonnington,3143,6.3,Jellis,11-12-2016,145.0135,-37.854,S,t,3,3,2,2,101,105,2000,1205000
Southern Metropolitan,Armadale,4836,7 Llaneast St,Stonnington,3143,6.3,Jellis,12-12-2016,145.0274,-37.8614,S,h,3,3,2,2,296,150,1889,1939000
Southern Metropolitan,Armadale,4836,9/55 Northcote Rd,Stonnington,3143,6.3,Biggin,13-12-2016,145.0167,-37.853,S,u,1,1,1,0,0,,,421500
Southern Metropolitan,Armadale,4836,28 Cambridge St,Stonnington,3143,6.3,Hodges,14-12-2016,145.0182,-37.8592,S,h,3,3,1,1,217,116,1888,1870000
Southern Metropolitan,Armadale,4836,3/16 Fulton St,Stonnington,3143,6.3,hockingstuart,15-12-2016,145.0127,-37.8538,S,u,2,2,1,2,0,,,678000
Southern Metropolitan,Armadale,4836,3/20 Mercer Rd,Stonnington,3143,6.3,Jellis,16-12-2016,145.0267,-37.8537,SP,t,3,3,2,2,0,165,1995,1918000
Southern Metropolitan,Armadale,4836,1/77 Wattletree Rd,Stonnington,3143,6.3,hockingstuart,17-12-2016,145.0257,-37.8619,SP,u,2,2,1,1,0,,,660000
Southern Metropolitan,Armadale,4836,12 Willis St,Stonnington,3143,6.3,Marshall,18-12-2016,145.0281,-37.8574,S,h,3,3,2,1,205,116,1910,2050000
Southern Metropolitan,Armadale,4836,8/71 Denbigh Rd,Stonnington,3143,6.3,Jellis,19-12-2016,145.016,-37.8552,VB,u,2,2,1,2,0,,,700000
Southern Metropolitan,Armadale,4836,11/17 Myamyn St,Stonnington,3143,6.3,Jellis,20-12-2016,145.0291,-37.8555,S,u,2,3,2,2,0,,2006,3625000
Southern Metropolitan,Armadale,4836,526 Orrong Rd,Stonnington,3143,6.3,Jellis,21-12-2016,145.0111,-37.858,VB,h,4,4,2,2,1581,,1934,3000000
Southern Metropolitan,Armadale,4836,553 Dandenong Rd,Stonnington,3143,6.3,Jellis,22-12-2016,145.0229,-37.8638,PI,h,5,8,2,2,693,,,1525000
Southern Metropolitan,Armadale,4836,9/19 Mercer Rd,Stonnington,3143,6.3,Marshall,23-12-2016,145.0262,-37.8543,PI,u,3,3,2,1,2113,14,1970,735000
Southern Metropolitan,Armadale,4836,6/26 Mercer Rd,Stonnington,3143,6.3,Jellis,24-12-2016,145.0268,-37.8528,S,u,2,2,1,1,0,,,825000
Southern Metropolitan,Armadale,4836,538a Orrong Rd,Stonnington,3143,6.3,RT,25-12-2016,145.0116,-37.8566,S,t,3,2,2,2,246,,,1586000
Southern Metropolitan,Armadale,4836,18/41 Kooyong Rd,Stonnington,3143,6.3,Marshall,26-12-2016,145.0198,-37.8596,S,u,2,3,1,1,0,,1960,645000
Southern Metropolitan,Armadale,4836,10 William St,Stonnington,3143,6.3,Jellis,27-12-2016,145.0228,-37.8564,SP,h,1,2,2,1,144,107,1900,1435000
Southern Metropolitan,Armadale,4836,15/405 Dandenong Rd,Stonnington,3143,6.3,hockingstuart,28-12-2016,145.0185,-37.8619,PI,u,1,1,1,1,0,38,1975,280000
Southern Metropolitan,Armadale,4836,1/2 Armadale St,Stonnington,3143,6.3,hockingstuart,29-12-2016,145.0185,-37.8605,PI,u,1,1,1,1,0,,,400000
Southern Metropolitan,Armadale,4836,4/20 Mercer Rd,Stonnington,3143,6.3,Marshall,30-12-2016,145.0267,-37.8537,S,h,2,2,2,2,0,,,1780000
Southern Metropolitan,Armadale,4836,8/58 Sutherland Rd,Stonnington,3143,6.3,hockingstuart,31-12-2016,145.0174,-37.8574,S,u,2,2,1,1,0,73,1970,592500
Southern Metropolitan,Armadale,4836,40 New St,Stonnington,3143,6.3,Marshall,01-01-2017,145.016,-37.8543,S,h,2,2,1,0,249,96,1910,1210000
Southern Metropolitan,Armadale,4836,35 Northcote Rd,Stonnington,3143,6.3,Marshall,02-01-2017,145.0173,-37.8536,S,h,4,4,2,2,624,222,1900,2801000
Southern Metropolitan,Armadale,4836,7/53 Wattletree Rd,Stonnington,3143,6.3,Jellis,03-01-2017,145.0222,-37.8614,S,u,1,1,1,0,881,,,390000
Southern Metropolitan,Armadale,4836,791 High St,Stonnington,3143,6.3,RT,04-01-2017,145.0145,-37.8545,PI,h,3,3,2,2,405,121,1910,1800000
Southern Metropolitan,Armadale,4836,25 Llaneast St,Stonnington,3143,6.3,Jellis,05-01-2017,145.0264,-37.8613,PI,h,4,4,1,2,495,163,1900,2200000
Southern Metropolitan,Armadale,4836,8/569 Orrong Rd,Stonnington,3143,6.3,Jellis,06-01-2017,145.0114,-37.8537,S,u,1,1,1,1,0,,,324000
Southern Metropolitan,Armadale,4836,367 Dandenong Rd,Stonnington,3143,6.3,Marshall,07-01-2017,145.013,-37.8602,S,h,6,5,3,4,1491,516,1935,5525000
Southern Metropolitan,Armadale,4836,34a Rose St,Stonnington,3143,6.3,RT,08-01-2017,145.0161,-37.851,S,h,2,3,1,2,169,,,1125000
Southern Metropolitan,Armadale,4836,42 Rose St,Stonnington,3143,6.3,Marshall,09-01-2017,145.0167,-37.8511,S,h,3,3,3,1,301,,,2250000
Southern Metropolitan,Armadale,4836,12 Auburn Gr,Stonnington,3143,6.3,hockingstuart,10-01-2017,145.015,-37.8558,S,h,3,3,2,0,336,,,2360000
Southern Metropolitan,Armadale,4836,31 Hume St,Stonnington,3143,6.3,Jellis,11-01-2017,145.0224,-37.8571,VB,h,2,2,2,0,207,,,1900000
Southern Metropolitan,Armadale,4836,10/581 Orrong Rd,Stonnington,3143,6.3,Jellis,12-01-2017,145.0115,-37.8531,SP,u,1,1,1,1,0,53,1970,440000
Southern Metropolitan,Armadale,4836,7/579 Dandenong Rd,Stonnington,3143,6.3,Ray,13-01-2017,145.0247,-37.8646,PI,u,2,2,1,1,0,,1966,490000
Southern Metropolitan,Armadale,4836,19 Glassford St,Stonnington,3143,6.3,Marshall,14-01-2017,145.019,-37.8521,S,h,3,3,2,1,316,,,2365000
Southern Metropolitan,Armadale,4836,14 New St,Stonnington,3143,6.3,Jellis,15-01-2017,145.0149,-37.8542,VB,h,3,2,1,2,212,106,1900,1300000
Southern Metropolitan,Armadale,4836,7/501 Orrong Rd,Stonnington,3143,6.3,Gary,16-01-2017,145.0104,-37.8597,S,u,3,3,2,2,0,,,732000
Southern Metropolitan,Armadale,4836,6/51 Armadale St,Stonnington,3143,6.3,Greg,17-01-2017,145.0186,-37.8573,SP,u,2,2,1,1,0,74,1969,704000
Southern Metropolitan,Armadale,4836,12/41 Kooyong Rd,Stonnington,3143,6.3,Marshall,18-01-2017,145.0198,-37.8596,VB,u,2,3,1,1,0,98,1970,620000
Southern Metropolitan,Armadale,4836,63 Denbigh Rd,Stonnington,3143,6.3,Marshall,19-01-2017,145.0158,-37.8559,S,h,3,3,1,2,328,108,1900,1900000
Southern Metropolitan,Armadale,4836,13/56 Sutherland Rd,Stonnington,3143,6.3,Fletchers,20-01-2017,145.0174,-37.8575,SP,u,1,1,1,1,0,,,315000
Southern Metropolitan,Armadale,4836,7/22 Derby St,Stonnington,3143,6.3,hockingstuart,21-01-2017,145.0203,-37.8509,PI,u,1,1,1,1,0,,,450000
Southern Metropolitan,Armadale,4836,10/51 Armadale St,Stonnington,3143,6.3,Jellis,22-01-2017,145.0186,-37.8573,S,u,2,2,1,1,2471,80,1970,710000
Southern Metropolitan,Armadale,4836,2/377 Dandenong Rd,Stonnington,3143,6.3,Jellis,23-01-2017,145.0147,-37.8604,S,u,2,2,1,1,1194,,1953,872000
Southern Metropolitan,Armadale,4836,1/14 Denbigh Rd,Stonnington,3143,6.3,hockingstuart,24-01-2017,145.0156,-37.8593,S,u,2,2,1,1,0,88,1970,598000
Southern Metropolitan,Armadale,4836,75 Sutherland Rd,Stonnington,3143,6.3,Marshall,25-01-2017,145.0173,-37.8554,S,h,3,3,1,2,186,80,1920,1285000
Southern Metropolitan,Armadale,4836,61 Union St,Stonnington,3143,6.3,Jellis,26-01-2017,145.0275,-37.8593,S,h,4,4,3,2,421,,,3660000
Southern Metropolitan,Armadale,4836,1/403 Dandenong Rd,Stonnington,3143,6.3,hockingstuart,27-01-2017,145.0183,-37.8618,S,u,2,1,1,1,0,76,1970,520000
Southern Metropolitan,Armadale,4836,44 Denbigh Rd,Stonnington,3143,6.3,Jellis,28-01-2017,145.016,-37.8574,S,h,4,4,1,2,709,251,1900,3625000
Southern Metropolitan,Armadale,4836,44 Hampden Rd,Stonnington,3143,6.3,Kay,29-01-2017,145.0138,-37.8582,VB,h,4,4,3,3,563,333,2000,4200000
Southern Metropolitan,Armadale,4836,3/769 High St,Stonnington,3143,6.3,Jellis,30-01-2017,145.0135,-37.8542,S,t,3,3,1,2,103,3,2000,1101000
Southern Metropolitan,Armadale,4836,4 Mercer Rd,Stonnington,3143,6.3,Marshall,31-01-2017,145.0264,-37.8557,S,h,3,3,2,2,617,285,1998,3512500
Southern Metropolitan,Armadale,4836,17 Kooyong Rd,Stonnington,3143,6.3,Marshall,01-02-2017,145.0195,-37.8611,PI,h,4,4,3,4,544,,,2000000
Southern Metropolitan,Armadale,4836,1/31 Mercer Rd,Stonnington,3143,6.3,Jellis,02-02-2017,145.0264,-37.853,S,u,3,2,1,1,0,91,1940,869000
Southern Metropolitan,Armadale,4836,16 Llaneast St,Stonnington,3143,6.3,Marshall,03-02-2017,145.0271,-37.8611,S,h,5,5,2,2,617,,,2810000
Southern Metropolitan,Armadale,4836,2/532 Orrong Rd,Stonnington,3143,6.3,Ray,04-02-2017,145.0112,-37.8573,S,u,2,3,1,1,0,,,565000
Southern Metropolitan,Armadale,4836,5/555 Orrong Rd,Stonnington,3143,6.3,hockingstuart,05-02-2017,145.0113,-37.8549,S,u,1,1,1,1,0,53,2013,567000
Southern Metropolitan,Armadale,4836,3/50 Denbigh Rd,Stonnington,3143,6.3,hockingstuart,06-02-2017,145.0161,-37.8568,SP,u,2,2,0,0,0,,,546000
Southern Metropolitan,Armadale,4836,7/844 Malvern Rd,Stonnington,3143,6.3,Ray,07-02-2017,145.0185,-37.8503,S,u,2,2,1,1,0,,1980,471500
Western Metropolitan,Ascot Vale,6567,2/43 Roxburgh St,Moonee Valley,3032,5.9,Nelson,08-02-2017,144.9165,-37.7756,S,u,2,3,1,2,0,,,455000
Western Metropolitan,Ascot Vale,6567,30 Rothwell St,Moonee Valley,3032,5.9,Nelson,09-02-2017,144.9195,-37.7777,S,h,3,3,1,2,298,108,1920,940000
Western Metropolitan,Ascot Vale,6567,9/5 Rothwell St,Moonee Valley,3032,5.9,Brad,10-02-2017,144.9201,-37.7761,SP,u,2,2,1,1,0,62,1980,467000
Western Metropolitan,Ascot Vale,6567,7 Francis St,Moonee Valley,3032,5.9,Nelson,11-02-2017,144.9221,-37.7777,SP,h,3,3,2,2,277,174,1910,1380000
Western Metropolitan,Ascot Vale,6567,2/21 Harold St,Moonee Valley,3032,5.9,Jellis,12-02-2017,144.9015,-37.7736,VB,u,2,2,1,1,423,62,1970,490000
Western Metropolitan,Ascot Vale,6567,44 The Parade,Moonee Valley,3032,5.9,Brad,13-02-2017,144.9179,-37.7729,S,h,4,4,3,1,478,270,1900,1850000
Western Metropolitan,Ascot Vale,6567,97 Walter St,Moonee Valley,3032,5.9,Woodards,14-02-2017,144.9089,-37.7758,S,h,3,3,1,2,623,,1938,1284000
Western Metropolitan,Ascot Vale,6567,98 Epsom Rd,Moonee Valley,3032,5.9,Nelson,15-02-2017,144.9091,-37.775,SP,h,3,3,2,2,285,128,1900,971000
Western Metropolitan,Ascot Vale,6567,8 Geddes St,Moonee Valley,3032,5.9,Nelson,16-02-2017,144.9142,-37.7776,PI,h,2,2,1,1,214,77,1890,710000
Western Metropolitan,Ascot Vale,6567,75 Maribyrnong Rd,Moonee Valley,3032,5.9,Brad,17-02-2017,144.9184,-37.7721,PI,h,6,6,3,2,1014,435,1887,2425000
Western Metropolitan,Ascot Vale,6567,119 Roseberry St,Moonee Valley,3032,5.9,Maddison,18-02-2017,144.9093,-37.7745,SP,h,2,2,1,1,226,92,1920,750000
Western Metropolitan,Ascot Vale,6567,10 Fenton St,Moonee Valley,3032,5.9,Nelson,19-02-2017,144.929,-37.7748,S,h,2,2,1,1,269,109,1900,1053000
Western Metropolitan,Ascot Vale,6567,10 McCully St,Moonee Valley,3032,5.9,Nelson,20-02-2017,144.9208,-37.7756,S,h,3,3,1,1,417,168,1900,1377000
Western Metropolitan,Ascot Vale,6567,120 Epsom Rd,Moonee Valley,3032,5.9,Brad,21-02-2017,144.91,-37.7759,S,h,3,3,1,2,350,125,1904,970000
Western Metropolitan,Ascot Vale,6567,47 Hurtle St,Moonee Valley,3032,5.9,Nelson,22-02-2017,144.9049,-37.773,S,h,2,2,1,1,330,,,940000
Western Metropolitan,Ascot Vale,6567,63 Kent St,Moonee Valley,3032,5.9,Nelson,23-02-2017,144.9288,-37.7807,PI,h,2,2,1,1,118,79,1890,751000
Western Metropolitan,Ascot Vale,6567,4 The Parade,Moonee Valley,3032,5.9,Raine,24-02-2017,144.9206,-37.7731,SP,h,2,2,1,1,173,102,1900,950000
Western Metropolitan,Ascot Vale,6567,1/17 Epsom Rd,Moonee Valley,3032,5.9,Brad,25-02-2017,144.9066,-37.7718,S,u,2,2,1,2,228,90,1995,685000
Western Metropolitan,Ascot Vale,6567,41 Monash St,Moonee Valley,3032,5.9,Nelson,26-02-2017,144.9064,-37.7819,S,h,3,4,1,2,594,148,1960,1230000
Western Metropolitan,Ascot Vale,6567,2/78 Ormond Rd,Moonee Valley,3032,5.9,Jellis,27-02-2017,144.9345,-37.7738,S,h,2,2,1,1,0,,,636500
Western Metropolitan,Ascot Vale,6567,83 Roseberry St,Moonee Valley,3032,5.9,Raine,28-02-2017,144.9112,-37.7746,S,h,3,3,1,0,317,,,910000
Western Metropolitan,Ascot Vale,6567,51 Francis St,Moonee Valley,3032,5.9,Nelson,01-03-2017,144.9186,-37.7774,PI,h,2,2,1,1,226,87,1900,770000
Western Metropolitan,Ascot Vale,6567,33 Dalgety Dr,Moonee Valley,3032,5.9,Walshe,02-03-2017,144.9065,-37.7778,S,h,3,3,2,2,229,,2011,960000
Western Metropolitan,Ascot Vale,6567,12 Mirams St,Moonee Valley,3032,5.9,Raine,03-03-2017,144.9143,-37.7766,SP,h,4,4,1,1,300,185,1890,890000
Western Metropolitan,Ascot Vale,6567,2 The Parade,Moonee Valley,3032,5.9,Nelson,04-03-2017,144.9206,-37.7732,S,h,2,2,1,1,170,,,965000
Western Metropolitan,Ascot Vale,6567,78 The Parade,Moonee Valley,3032,5.9,Nelson,05-03-2017,144.9146,-37.7725,S,h,3,3,1,1,487,131,1900,1440000
Western Metropolitan,Ascot Vale,6567,11 Ascot St,Moonee Valley,3032,5.9,Woodards,06-03-2017,144.9208,-37.7825,S,h,2,2,1,0,255,,,955000
Western Metropolitan,Ascot Vale,6567,24/54 Epsom Rd,Moonee Valley,3032,5.9,Nelson,07-03-2017,144.9074,-37.7731,VB,u,2,2,1,1,0,,2010,450000
Western Metropolitan,Ascot Vale,6567,2 Farncomb St,Moonee Valley,3032,5.9,Jellis,08-03-2017,144.9207,-37.781,S,h,3,3,1,2,431,,1950,801000
Western Metropolitan,Ascot Vale,6567,26 Newsom St,Moonee Valley,3032,5.9,Brad,09-03-2017,144.9031,-37.7746,PI,h,3,3,2,2,440,120,1955,1000000
Western Metropolitan,Ascot Vale,6567,8 Pentland St,Moonee Valley,3032,5.9,Nelson,10-03-2017,144.904,-37.7737,S,h,3,3,2,2,532,147,1950,1435000
Western Metropolitan,Ascot Vale,6567,8/129 The Parade,Moonee Valley,3032,5.9,Alexkarbon,11-03-2017,144.9094,-37.7723,S,u,1,1,1,1,0,58,1972,390000
Western Metropolitan,Ascot Vale,6567,52 Monash St,Moonee Valley,3032,5.9,Jellis,12-03-2017,144.9055,-37.7821,PI,h,3,3,2,2,495,139,1920,1425000
Western Metropolitan,Ascot Vale,6567,58 Fenton St,Moonee Valley,3032,5.9,Nelson,13-03-2017,144.932,-37.775,S,h,4,3,2,2,683,232,1978,1340000
Western Metropolitan,Ascot Vale,6567,70 Munro St,Moonee Valley,3032,5.9,Brad,14-03-2017,144.9116,-37.7753,S,h,3,3,1,1,263,117,1910,955000
Western Metropolitan,Ascot Vale,6567,125 Epsom Rd,Moonee Valley,3032,5.9,Nelson,15-03-2017,144.9136,-37.7791,VB,h,4,4,2,5,559,195,1920,1100000
Western Metropolitan,Ascot Vale,6567,33 Hockey La,Moonee Valley,3032,5.9,Nelson,16-03-2017,144.9338,-37.7759,S,h,3,3,2,2,308,,,1255000
Western Metropolitan,Ascot Vale,6567,3/28 Ormond Rd,Moonee Valley,3032,5.9,Biggin,17-03-2017,144.9303,-37.773,S,u,2,2,1,1,0,62,1978,432000
